Liked,Review,,
Poor,I would like to draw attention of the owner of this restaurant that your staff quality is very poor and they don't know how behave with the customers. Service and commitment level is very poor and even food was not served as per their so called advertisement. Friends think twice to go there.,,
Poor,Worst Chinese food. I will never eat. If you have to waste money then go there.,,
Poor,It was a good restaurant once...now ekdom faltuuu..3rd class khaoa,,
Satisfactory,All stars but I didn't dine there yet. But star dewar karon holo Bangali jati ekhon ek dhonee jati. Karon. Thali originated in south India. Choto belay ekbar madras giye super voy paisilam. Karon oder top khabar hosse thali. Last khabar o thali. Thali oder kase purai vegetarian. Shey ek vivotsho oviggota choto ekti cheler jonno. Jara kina vegetable like Kore na. Kew kore na. So ajkar Dhakay kisu chtoor bebsjahi India theke thali dhakay niye aslo. Asole kine anlo thala o bason. But asol recipeei aney nai. Thanks God. Says today's Dhaka kids. Fill the thalis with beef vhuna and mutton chop and enjoy... It still on thali. So who cares for veggies.,,
Satisfactory,ï¿½ Nice environment to hang with friends and family. ï¿½ Food is quality full. ï¿½ Employees behaviour is good and attentive. Hope you guys maintain all of those things in future also. Thanks for your service.,,
Poor,"I was very disappointed with your hyderabadi birayani. I ordered for my nani shashuri and she was really looking forward to having it since I raved so much about this restaurant. I am so embarassed. She tried a spoon and that is it. When I tried it, first thing I tasted was choon, like not kidding. Then the sweetness hit me so hard, I was pretty dumbstruck. I did order dosa as well, which she ate thankfully. But I am sorry to say, hyderabadi biriyani tasted like jorda with mutton pieces. Hope you will look into this matter. Thank you.",,
Poor,"Recently we went there, cool ambiance with good food under reasonable price. Nice Welcome Drink and Chatni with the food. We had ordered several items but mostly we liked the Chicken Chaap and Brain fry. The Beef Chaap was good but it was over cooked and the Seekh Kabab needs to improve lot more. Over all we are happy and like to come again!",,
Satisfactory,fully satisfied o_O cashewnut salad n mexican chicken was really yummy price is reasonable best of luck,,
Satisfactory,food was good....... well decorated........good environment........... service was excellent....and the place is perfect for hangout with FNF...... :),,
Poor,Server was extremely bad and too much slow.At first I ordered pizza after half an hour they informed that pizza not available. Price is too much expensive but food is good,,
Poor,Bad selection. AC is not supporting well. Poor decoration specially food is worst in taste & costly as well.,,
Poor,Seeking attention to the higher authority! Just been to baily road branch and the food was aweful. Specifically the topping and cheese were smelly on top of that waiter took my order wrong and over charged me so I complained and they kept me waiting while getting the numbers right. I left a complain feedback but I doubt whether it will reach to the higher authority ever. Disgraceful overall!,,
Poor,"I ordered pizza by Food panda. the worst ever i eat. this is iftre time guys. my family didn't told me anything. they send me two pizza. it was buy 1 get 1 free offer. but there is no cheese (what we expected). bread was too much dry. after the iftar, in night i baked extra slice in oven and what??? it looks same as a ""pauruti"" with some onion :( ...sorry pizza hut. please do something good, because you have good reputation in pizza. :( sorry for poor rating.",,
Poor,Today I tried the chicken arrabbiata pasta from your Bashundhara outlet. The pasta was absolutely disgusting! I know it is not right to criticize food this way but the food you served tasted so bad. Such a waste of money. There was no cheese and the pasta was undercooked. No wonder this particular outlet is always empty.,,
Poor,I went to the Mirpur 1 outlet seeing their latest offer. The guy there said the have run out of the specific pizza. I mean why do you put an offer if you can't serve your customers? Why do you do business in the first place?,,
Poor,"Ordered a hand stretched thin pizza ( the works ) , and after eating I felt like this is the last time I am ever going to eat a pizza in my life. In a nutshell, it was HORRIBLE! Kudos Pizza Hut for losing a regular customer.",,
Poor,Risotto sucks!! Parcel took from Gulshan Avenue outlet and found regular rice when open at home. Following same path of KFC.....,,
Satisfactory,"Thank you Pizza Hut Bangladesh, I have never seen such professionalism and immediate response in a long time. I complained only for a decent apology, but they returned so much love and food (a whole meal infact!) Thank you for being such classy gentlemen.. :)",,
Satisfactory,Very flavorful taste Plus sometimes they some time give very good offer,,
Poor,"I would never think again to visit Pizza hut ever in my life again. The worst so called pizza in town. These are not pizza's anymore rather only a bunch of tomatoes, cheese and bulky flabby wheat.",,
Satisfactory,I would recommend this cafe. The service was very good. very personable and very efficient. Burger & Sandwich is very very testy and price also resonable..Specially Cappuccino is too much good...i just love this place..ï¿½ï¿½ï¿½,,
Poor,Disgusting behaviour of waiters!Awful!!!Taste won't matter if you can't give better service!,,
Poor,A big and super no no. No matter whatever the hell this is this is not a 9 inch pizza. I specifically asked for spicy and salty and Capsicum there is nothing called these things in an order. I ordered at 9:40 P.M and the Order arrived at 10:10 P.M which is fast but however I discover there is nothing called I warm or hot this is cold and tasteless. I used to be a regular of you guys and this kind of her service is just not acceptable. I am really sorry but please give me my money back. This is not the kind of food or service that I paid for.,,
Satisfactory,Great pizza! Heavy amount of toppings and a good crust. Awesome pizza! Great to have pizza delivered at your doorstep. Expand to Mirpur DOHS please! <3,,
Poor,"Can't rate the taste, couldn't taste it yet! '2' hours since I ordered.. mighty delivery hasn't arrived till now!!",,
Poor,Today i went there and i got the worst experience of my life. There behaviour is very unproffesional,,
Satisfactory,foods qre really good The music systems are good enough..... a very good environment for music and food. .. ï¿½ï¿½,,
Satisfactory,Yesterday we went to eat four seasons pizza. It was really good. Nd musical environment was owsam.,,
Satisfactory,Simply Good pricing strategy... I am not saying best but they served good food at reasonable price... nice place for simple hangout.,,
Satisfactory,It's something special for us. We were 4 people for ifter and buffet dinner .The food was good mainly I liked the most is juice and some different items. Service was good. Mostly I m amused to get a good amount of discount from manager ... it's awesome Thai food in this town . You must try before thinking much.,,
Satisfactory,"Welcoming staffs, good vibes and nice friendly ambiance. I am not a big fan of Thai food. However loved all the dishes we ordered. Definitely going back!",,
Poor,Terrible food! Ridiculous presentation. Imbalanced spicy application. Mosquito infestation and absurd front of house performance. Sorry guys but I thought you guys were would do much better.,,
Poor,Most worst fast food ï¿½!!! Ekbar patis e pailam poka!!! objection deoar por bollo tara step nibe. Aj 30 ta somocha anlam basai party ase bole. Emon 3rd class somocha amar life e khini. Puran somocha gulo gura kore notun kore somocha baniase. Baki je koita item kheasi khub e faul khabar. Never buy anything from this Dustbin!!!!ï¿½ï¿½ï¿½ï¿½,,
Poor,The place I visited was really conjusted at the time of vacation. Air conditioning system was not going well. The service here not much pleasant. The food tastes nice as well as the drinks. Overall they are good but they need to improve their service. ï¿½,,
Poor,Its not good for buffet at all. One of the Worst Buffet i ever had in my entire life.. heard lot of good reviews about it but it was very bad experience for me. Food was not fresh n tasty. Very poor dessert item bt only their pizza was tasty.,,
Satisfactory,"About two weeks ago I along with some friends visited Tradition BD. but the quality of their food was too poor. we got wholeheartedly disappointed. We didn't find foods freshly cooked at all. Found few ants onto the #Jarda, though after showing that to the waiter the bowl had been changed. Kacchi was like cooked day before & served just to be warmth in microwave!! Really disappointing! -_- Not going to visit that place again!!!! -_-",,
Satisfactory,Worst service.taste below average. Food Quantity is not satisfying..1:1 would do great for each main dishes.make sure u order more then u r able to eat or else those waiter wud react to ur order like 'matro 3ta item!!! or matro duita item!!!!'.....,,
Poor,"Ordered soft and juicy burger , it isn't worth rating 10/10,9/10 , either overcooked or not much warm (I ordered via pathao food so it could be their fault that they waited too much so it's getting cold) but still I can rate them 6/10 , now come to chocolate cold coffee, I wish I will never drink such tasteless thing, as I was drinking sugar syrup with some ice cube that not even melted 0/10, my third item was french fries for which I can rate their overall 2 star. This came perfectly and taste rate be 8/10. Unexpected much.",,
Poor,"Don't know why the taste of soft & juicy burger is decreasing day by day. Now they use less sauce and there is something missing in chicken also. Really missed the previous taste of this burger. After opening the Jatrabari outlet, bashabo is.......!!!",,
Satisfactory,Excellent starters served on the coal lit grillers on the table! The place is big and the ambience and view is great. The main course needs improvement to get a 5star. The waiters are very well behaved. Wish Absolute BBQ all the best in its journey!,,
Poor,We tried the set menu. The taste was very bad. Recommend not to try the set menu.,,
Satisfactory,"Good food , nice place to hangout..the waiters are nice ..combine everything with budget food pricing and you have a awesome place to go anytime you want with friend to have a great time",,
Poor,"thursday i visited khilgaon branch with my friends for iftar. With a great expectation we ordered two SET FOR 2 items, but after seeing the platter we were at a loss that ; as the platter including that pizza and pasta was totally a joke!!!!!!!!!!!! at first pizza was 6 inches , and we cant choose any flavor, secondly we were not allowed to choose pasta too. and lastly when we started eating the pasta was nothing but only boiled pasta with no flavor at all. And all this cos... a total horrible experience and we never expected that. At least you should had maintained your pizza and pasta quality. A totally overpriced platter. i am a regular customer of alfresco dhanmondi branch , but i must say khilgaon branch must be the worst.",,
Poor,"thursday i visited khilgaon branch with my friends for iftar. With a great expectation we ordered two SET FOR 2 items, but after seeing the platter we were at a loss that ; as the platter including that pizza and pasta was totally a joke!!!!!!!!!!!! at first pizza was 6 inches , and we cant choose any flavor, secondly we were not allowed to choose pasta too. and lastly when we started eating the pasta was nothing but only boiled pasta with no flavor at all. And all this cos... a total horrible experience and we never expected that. At least you should had maintained your pizza and pasta quality. A totally overpriced platter. i am a regular customer of alfresco dhanmondi branch , but i must say khilgaon branch must be the worst.",,
Poor,The ambience is good but we had issues with the food as the shrimp dish was stale and after complaining they compensated with a delicious lamb dish which was specially cooked for the members of the Bangladesh Cricket Board members.,,
Poor,#Pasta_Al_Fresco clearly it's going to make this place down... if this is the title dish then you should just go to hell dear cause this was not pasta actually it was some mayonese and tomato sauce dipped macaroni in lots of oil... where we didn't find any shrimp... very less mashroom... not as mentioned in the menu..and instead of cheese they probably gave flour coating :v only view cannot make your ratings up... have you ever had a good pasta? then you should know...that ...,,
Poor,Too pricey and overrated. They added a thin slice of lemon in a glass of coke and the price was 25 tk. Also the taste of the menus were below average,,
Poor,Um sry. Food wasn't good. Chicken was bad. Rice was lil smelly. Overall it was a bad experience..,,
Poor,Takes 55 minutes after reviving order and failed to give the food. When I cancel it - instead of apologizing they behave as if nothing happened. Low grade food quality and bad interior. #boycott #RIP_TAKE_A_BITE ********************* *********** *****,,
Poor,Food is okk. But service onk khrp. I was feeling like I was in moholla's local hotel. Music khub besi high bit lagse coz akta room ar moodhe airokom high bit song valo lage na. Akta table a 2 ta family bosha khub e awkward akta feeling. Aita hotel hole mana jeto bt it's a music cafe so I think environment ta oirokom vhabei maintain kora uchit. At end I can say that it's a very disappointed place.,,
Poor,place is good bt their service is not good. we asked them to get us 2 normal plate and what they gave us 2 small plate. And price is high but quantity? very poor. now come taste? when u dont get well service plus expected food quantity then even good food feels like bad food. Taste 8/10,,
Poor,Worst for Unlimitted Pizza. Pathetic Service.,,
Poor,My order took more than 1 hour..? Was going to have lunch. Now i am having afternoon snacks...ï¿½,,
Poor,Exceptional interior but Really dissapointing food. Can't pin point just one as all of them were bad.real bad :-(,,
Satisfactory,Nice and excellent music system.All the vocals are very good. Environment is good and clean. Food quality is ok. Service is little bit slow but the most important part is the stuffs are well behaved. So hope you guys will keep it up and hope to see you again.,,
Poor,2 bar khabarer moddhe poka paisi.. Faltu the great ..100 takay khabar dibe tai bole ki poka khaite hobe naki ? Buger er ban dey 4 diner bashi.. Kabab roll e only ruti e thake ar kicchu nai,,
Satisfactory,"Fantastic indonesian restaurant in dhaka,price is superbly reasonable!!!!! :-) :-)",,
Poor,"taken rice with beef kebab, rice was just simple polao (tao totally taste, saltless),and kebab was really gross just gorur mangsho,without any taste. really bro? you are serving these ??",,
Poor,2 bar khabarer moddhe poka paisi.. Faltu the great ..100 takay khabar dibe tai bole ki poka khaite hobe naki ? Buger er ban dey 4 diner bashi.. Kabab roll e only ruti e thake ar kicchu nai,,
Satisfactory,It is a very nice place for eating. Last night we arranged our daughter's birthday party. It was excellent. All guests are happy with their food & services. It was really good & more than our expectation. We are fully satisfied with their food & services. Thanks to cafe Rio. We really loved it. Keep it up...ï¿½ï¿½,,
Poor,Service sucks ! Waiters not trained - not polite and feels like they donâ€™t really want customers,,
Satisfactory,this is the best restaurant to eat quality buffet within your ability!,,
Satisfactory,"This is my overall rating according to their Caring service,A fantastic & nice decorated environment to hang out, Enough pleasing Deshi & Chinese item with undoubtedly cheap price! and the included unlimited drinks & water is simply the best thing for us!",,
Satisfactory,I love their foods.. â€˜they have lots of variety..drinks also included thats the best things..Environment is quite nice.. allover good experience ï¿½,,
Poor,"The burger was dry, over cooked and burned. The worst part was that the burger was served like after an hour. I had a half drank coke my side and the waiter took it away while cleaning without even asking or realizing. They also served two tables that came after us and they even ordered the same burger. Never going back.",,
Poor,"Was expectation high but taste are worse ""fat belly chicken banger""",,
Poor,At first we asked their service man about something spicy from their menu.They suggest to take Kofta biriyani.Taste was worst.We did not find any evidence of spice there.And I don't know why the hell they are taking service charge?Even they did not serve the platter.None of them ask to serve it as well.But papor was good enough as a starter.Decoration was good enough.But disappointed with food.,,
Poor,the worst worst burger ever....nd their French fries wid baked cheese...it seemed that they even dnt know what is called cheese... >_<,,
Poor,"Price doesn't go with the name. à¦Ÿà¦‚ means we will have the foods in a very reasonable price. Ya, you guys rented a place, decorated it, have employees and so on, that doesn't mean the price will be that much high. While the restaurants same as your class is offering food for even cheap value. You guys need to concentrate on the price else change the name, which will suit to your pricing strategy.",,
Poor,KHUB BAJE ...... CUD NOT EAT A SINGLE PIECE. SMELLS LIKE MEDICINE. ORDERED IT LAST NIGHT THROUGH HUNGRYNAKI. -_-,,
Satisfactory,"Value for money. Great Taste. Food Amount is good. Though, its' not authenticated Korean restaurant like Suraon or Dae Jang Geum, but food taste was very close to Korean food.",,
Satisfactory,"Cool sound system, nice and simple interior, very good service; ...and ofcourse great food....! Just had the 'Tune & bite special chicken', its spicy and awesome!!",,
Poor,"Extremely disappointed at the taste and quality of the chocolate fudge brownies. Used to be a big fan of the chocolate fudge brownies, but yesterday when I ordered the brownies, starting from the texture to taste it didn't taste like it was made by Brownie hut, nor did it taste freshly made. Total waste of my money.",,
Poor,Just picked up a cake smudged on one side. I ordered it 2 days ago. When we received the package we checked it and it was smudged before it was placed into the box. The cake was meant to be for a little girl. Now she isn't pleased at all with her cake. Expected much better. It could have been replaced with one that is not smudged.,,
Poor,"what a surprising restaurent!! this food has disgusting taste,I had a bad experience in my entire food taste life.I order pasta its like over boiling and not spicy ,salt etc.chicken fry are horrible.Lost my valuable money.The price is too much but food is very poor .\",,
Satisfactory,"The white cream pasta is too sweet. Feels like a garbage sweet pitha. The burgers are not well formed and french fries are not crispy and hot. The coleslaw was too sweet too. Dont get me wrong, I love sweet but these are not deserts. I recommend not to go here to waste money and time. The sitting arrangements are good by the way. Oh they also have a coupleâ€™s place for make out and stuffs. If you want to try it in case.",,
Poor,It happened twice that they failed to deliver food even though orders were accepted. Pathetic to say the least...,,
Satisfactory,Tested 'Pasta Marley' (Buy 1 get 1) :) It was too good..Didn't get disappointed!! I'd love to rate 9 out of 10 ï¿½ï¿½ and environment is pretty nice!!,,
Poor,"Food was dry and tasteless. The tea was worse than many road side tea stalls, and they gave like two drops of tea in a 50 tk cup. Absolute waste of money. Please leave this place be.",,
Poor,Beware people... They set hidden camera inside the female washroom. Video of that culprit stuff is available in social media and the management can't avoid their liability. What a shame!!!,,
Poor,The food and environments was sooo good . But stuff behavior was not up to mark...It was worst ....,,
Poor,Very good and appreciating environment and food here...satisfied with their behaviour and serving style...and good for mini parties and group hangouts...I'm totally satisfied with a group hangout here...and taste of food is so much amazing ï¿½ï¿½... Here you can be a rockstar alsoï¿½ï¿½,,
Satisfactory,Best for Thai in town.taste and quality should get full mark.highly recommended ....,,
Satisfactory,wonderful place and ofcourse the food was great! hope to visit soon! :),,
Poor,"Horrible service, substandard food, I'm never taking recommendations online ever again. I come in and the waiter asks me ""kar kacche ashcchen?"" What is that? He spills soup while serving and doesn't apologize. He bumps into the table while bringing the main and again doesn't apologize. When I'm billed, I see something in it I didn't even order. Also, the waiters keep hovering around like vultures the whole time as you eat.",,
Poor,Excellent place for music! One of their musicians sang a song Oporanho of Icons which is a very beautiful and my fav rare song to be listened! I was surprised Really surprised! Food! we eat everyday but food with this kind of music! I will love to go there again...:D,,
Satisfactory,Buy1 get1 pasta serve krte 40mint lagbe bollo but pasta dilo 1 hour pore...ï¿½ï¿½ï¿½ I was literally starving at one point .. Uthe Ber hoa jete Mon chaise.. Faltu sitting arrangements... Wired.. ï¿½,,
Poor,place is good bt their service is not good. we asked them to get us 2 normal plate and what they gave us 2 small plate. And price is high but quantity? very poor. now come taste? when u dont get well service plus expected food quantity then even good food feels like bad food. Taste 8/10,,
Poor,"Yesterday I tried burger and sub from Bashundhara city with my friend. Both of them served cold. Only with mayo and lettuce, no cheese/tomato/onion!!! And it was cold!!!! If this is the quality from the very beginning, it will just take time to be ruined...",,
Poor,One word - Shitttt Roadside foods are even more hygienic and tastier than this.. Shit quality and too much high price Give ur money to some poor people rather than eating here!,,
Poor,"I thought baba rafi had more professionalism. I can't believe how low class and unprofessional the managers are. It's a bad look! It seems the managers are friends of the owners because there's no way in hell corporate would hire some of these people. I'm not talking about their appearance, I'm talking about the way they conduct themselves! I WAS ASKED TO LEAVE BY THE MANAGER BECAUSE I COMPLAINED OF WAITING OVER 20 MINS TO PLACE AN ORDER WHEN THERE'S ONLY ONE PERSON IN FRONT OF ME! Yeah that person has a right to place the order but my problem is BRafi didn't bring anyone up to help take orders. Apparently baba rafi doesn't care about your time. The manager was so disrespectful to me and all I want to do was get a burger!",,
Poor,Thank you baba rafi. I used to love beef burgers a lot. I gained weight and I was worried! After I had your burger I felt like beef is the worst thing can happen inside a bun! Wat a disgraceful taste I must say! Baba...plz kill rafi and stop your business.,,
Satisfactory,Ordered chicken wings and rice bowl yesterday and all wings were musty...,,
Poor,"service quality was so poor,, we orderd matn khichuri and after 40 minutes they served dish food taste not so good and not so bad.and afterall their staff behaved too much bad.",,
Poor,"One simple word, Frauds ! We ordered 'pakora' they gave beguni with cheese!! We ordered 'pani puri' they gave fuchka! There is difference between pani puri and street fuchka, and between cheese-beguni and pakora ! it was misleading ! If you cannot make something, please don't sell something else under that label.",,
Poor,"Ekhaner server der moto emon ovodro beahaviour ami onno kothaw temon dekhai naai e bola cholee ðŸ˜¡Manush tk chara sekhane ajaira jaay na,seta tader mind e rakha uchit :/",,
Poor,"Nachos suck!! Little bit of mayo and sauce on top, and tiny bits of chicken here and there(5-6 piece) Never going back",,
Poor,Wastage of money and time.. This review only for set menu.. Which i chosen for lunch..,,
Poor,"Went there to celebrate a birthday, the chicken, vegetable, parata and biriyani items were good, however the fish anarkali was disgusting and there was a raw smell of fish coming from it. Could not tolerate the scent and the taste was awful.",,
Satisfactory,"I really enjoyed the environment, the smell of the food from tables. It was mouthwatering. The food proportion on each thali and regular items were sufficient. The kabab and tanduri chicken was juicy, naan was very soft and buttery, Biryani was nicely flavored. The Service was awesome. They served food within 10 mins of ordering. I would love to go there again and have their other amazing items.",,
Satisfactory,If i would have chance to mark 10 star i would give...I have no word !!! Just fab !!!! :),,
Poor,"Just walked out from your restaurant an will never ever step into your place. Me my mother and Khala come to have lunch every month. But your service turned out to be horrible. We stepped on there at 1:05. Ordered 6 dosa only. Told them that my daughter came Streight from school and we need at least 1 dosa early we waited for an hour. And walked out. In the mean time we saw ( as we sat in from of the kitchen door) a lady in burka , most probably she was one o your staff members and her son walked in to the kitchen. All your staff got busy entertaining her. And while we were walking out they dint bother to stop us. Only good food won't help you to go long way. Sorry.",,
Satisfactory,taste was excellent..:D Gulab Jamun - a must taste for sweet lovers..,,
Poor,Food is good...!!! but their service is not good n the food is also too expensive n very less quantity....!!!,,
Poor,"I came to your place last week.Without a doubt your kababs and curry are very good but your falooda ruined all those.the falooda was too thick only full of thick milk and shabu, jelly and there was nothing to mix..no ice cream or doi. I really think you should work on it.I would not even pay 20tk for such a falooda and you charge 150 tk.",,
Poor,Probably one of the worst service level I have seen in Dhaka ...,,
Poor,i am being forced to edit the 5 star review to a 1 star depending on my recent visits.. my first visit there was indeed memorable but after that i have went there twice and every time left unsatisfied in terms of food quality and service. not gonna go into details i guess ppl who recently visited can relate very well.,,
Poor,"Really bad experience. I ordered a masala dosa and pani puri. My wife ordered a beef roll. The food was taking a while so we decided to order some take away as well while waiting. The first served me the dosa while not serving anything to my wife. The dosa was hard like crystallized caramel! While we started eating the dosa we asked for the remaining orders. After about ten minutes they came back with the pani puri. I finished my meal while my wife was still waiting for her beef roll which arrived even after the take away food was ready. To add to all this misery regarding the service, the food was horrible. Not worth the time, anxiety, or money. Not going back unless the entire serving staff is changed or trained properly. The chefs need some training as well.",,
Poor,"The taste of the pizza was very bad. Although they say the cheese will be more in chicken Supreme pizza, There was no cheese in pizza. Very dirty places.",,
Poor,"1. The crust was really thin, almost like a Ruti. 2. Amount of cheese was not bad. 3. Among the toppings, tomatoes and onions were abundant, there was hardly any chicken even masroom in the chicken supreme pizza. You can also count the olives. 4. The overall taste was good but for 279tk, considering the toppings, it was overpriced. The making of pizza in an oven in front of you is the main attention. You can give it a try but not really a place to go back just to have the pizza. Definitely overhyped and overrated. Best of luck.",,
Poor,"Their behaviour was bad, i repeat their ""BEHAVIOUR"" was ""BAD"". We wanted some change as we gave all of our ""khuchra"" tk at the time of order. But they didn't even have the courtesy to say politely that they didn't have any change, it was like we were beggars asking them for money. We ordered both chicken and beef, the amount of chicken was really poor, it was really a fancy cheese version of typical local pizza. So don't get confused by the price.",,
Poor,I have waited more than one hour still the food was not ready!,,
Poor,don't be confused. their service is too bad and their behaviour also.,,
Poor,"We went to Umai when it originally opened. It was pretty good. Over time, the quality has reduced tremendously. We just had food delivered at home - extremely poor quality and horribly prepared. Not edible by any standards. A complete and utter waste of money.",,
Poor,"Never thought I'd be THIS disappointed with Umai's food/service. The offer is exceedingly deceiving as it is called 'Bento with ""unlimited"" servings of maki rolls' whereas the restaurant isn't even prepared to serve more than 1/2 maki rolls per person throughout the entire time.",,
Poor,Sushi was not fresh. Tastes terrible. Great decor. But you should really focus on the quality and quantity of food. Not going back!,,
Poor,Worst food ever. Waste of money. Never going back -_-,,
Poor,very poor service. ................................,,
Poor,Poor customer service..............................,,
Poor,They are clearly cheating with their customer in the name of buy 1 get 1 free. I used to love their food but after being there last time I was really shocked. Just to have some crowd and boosting up their sales they started to cheat with customers. If you are truly not capable of offering any kind of promotional activities then dont offer. Dont let your positive customer get a negative impact due to such shameful act.,,
Satisfactory,"Nice atmosphere, clean and the lounge was decorated in a very beautiful way. Food was very good and presented nicely. The service needs improvement, though. Waiters forgot to provide utensils and only did so after asked, even though we were the only customers in the restaurant at the time. They also stayed in the other room and chatted amongst themselves, neglecting us.",,
Satisfactory,"It was really a great experience. Not only the food was tasty but also the ambience was really nice. The service was..what can i say..mmm.. one of the best i have ever received. It was sooo quick that me and my friend were stunned, their quick service has enabled us arrange some other plans instead of just a lunch date. And the valentine platter was really worth every penny. Really enjoyed the time there.",,
Satisfactory,It was one of the most beautiful restaurants in Dhanmondi. The food was great but the desert was not that good nither too bad. The main thing is the price was very much reasonable. The staffs were so much welcoming they take good care of us. . very happy with the service love to go again soon. . May be again today evening with friends.,,
Satisfactory,nice environment. Delicious food. Plz collect some good music dat doesn't annoy d nice environment.I like d window side sitting arrangement. I <3 food with melodious songs. :) They r good for sea foods.,,
Satisfactory,"Fatafati food...Relly tasty food, hygenic and the servic is also good.",,
Poor,"Worst restaurants in world, flies all over the place. Foods are horrible. Never ever visit this place",,
Poor,Food is average but horrible service & even worse behavior by billing person. Food is totally overcharged. They don't deserve 10% service charge. Bad experience.,,
Poor,I've tasted the worst chicken cream soup in my entire life.it made me sick too :(,,
Poor,Worst food I have ever eaten in my entire life....,,
Poor,"Took extremely long to serve the food, and then we had to pay a 15% service charge for this shitty service.",,
Poor,Horrible experience!!service & food taste are so poor!I visited both branches both are same condition.,,
Poor,Worst experience ever...foods are horrible nd price is also high.,,
Poor,Disgusting service holder..they approach like an minister..,,
Poor,Had a bad experience Ill mannered staffs...!! Never going there again,,
Poor,Service is total bullshit,,
Poor,"One of the worst places I've been. Too expensive and the food is not even worth it. We asked them about shisha flavors and they only had 3 flavors(grape,strawberry and mixed). It was my worst shisha experience. 1 star for the ambience.",,
Poor,Terrible food & service but Nice interieor. Waste of money and time.,,
Poor,"The Interior and Ambience is good but the Food is "" horrible"" in one word !Very disappointing indeed !",,
Poor,"One of the worst pasta in town, seriously brothers just wasted my 800 bucks. Ordered Chilly cheese fries, a beef cheese burger, Cream chicken pasta and a soup. Everything was so damn sweet!!!!!!!!! They don't know shit about pasta.... the fuck was that??? no cheese, oregano, mushroom!!! just bland powdered milk!!! If you guys don't have a clue why invest in the food industry??? Go for consultancy or shut this fucking restaurant. O stars!! A complete slap in the face!! I will send my pukes in parcel to you guys next thing in the morning!!!! yaaak thuuuu!!!",,
Poor,"Their tagline is ""Big Satisfaction"" seriously??!!! how they expect satisfaction from a customer after taking one and half hour to serve a food . They said huge rush, but it was not more than 15 people... lol Seriously disappointed & never going back there.",,
Poor,"Very unprofessional service. This restaurant needs to learn how to manage it's cooks. Ordered a pasta, burger and fries.. After 50 minutes of my order i hear the chef shouting - ""������������������ ������������ ��������� ���������?"" Then after 5 minutes i asked the cashier,he was still lying about that pasta.. Then i told him - are you gonna give me a refund or should i walk away without a refund.. They did give me a refund after wasting almost an hour but the sad thing is the cashier wasn't sorry or felt any remorse. Was expecting a sorry but his attitude was pretty far from a sorry.. I should've given him the money because he needs it more.. This not how you do business.",,
Poor,"Was expectation high but taste are worse ""fat belly chicken banger""",,
Poor,At first we asked their service man about something spicy from their menu.They suggest to take Kofta biriyani.Taste was worst.We did not find any evidence of spice there.And I don't know why the hell they are taking service charge?Even they did not serve the platter.None of them ask to serve it as well.But papor was good enough as a starter.Decoration was good enough.But disappointed with food.,,
Poor,Horrible food! Everything was almost burnt. The waiters behavior wasn't good at all. Everything is overpriced. Think twice before going there,,
Poor,"Disappointed with food taste, service n environment were good though..",,
Satisfactory,Food awesome. Would recommend others. Orientation nice. Little delay in serving food & bill.,,
Satisfactory,Amazing foods. Price a little high but loved it anyway.,,
Satisfactory,"Food is really good,price is nice, service cool",,
Satisfactory,Just loved that place. Service was 10 out of 10. Good food & nice ambiance.,,
Satisfactory,AMAZING FOOD!! loved the environment and the service!!!,,
Poor,"Foods were really disgusting ...! Seriously ,,, I will never think of going there second time.",,
Poor,not good food.,,
Poor,price is little bit high but most important thing is vat and service charge is about 25% which is very bad.,,
Poor,this is the worst pizza I ever had in my life. costly and bad taste...,,
Poor,"the worst pizza I have ever eaten,wasteoof money!that's not call pizza at all!",,
Poor,The worst pizza I ever had in my life was their bbq beef pizza. Seriously guys the pizza was made of beef curry. And the bread was raw. When me and my wife nicely asked them one of there stupid staff came to us and we both shocked when that idiot asked us have we ever had pizza? Thanks to my wife that stupid didn't loose any teeth.,,
Poor,i might not going to visit this one ever! quantity partiality!! how can u guyz do this? the same menu another table ordered you gave them more than ours..i was just stairing cz i knw this complain'll never gonna b considered! taste was good bt the quantity of food really dissapointing!!,,
Poor,The quality of food and taste is so poor.... I hate it... Seriously...,,
Poor,When you order any food here you get free waiting. And a very very very long waiting,,
Poor,Next time either I'll go or neither suggest to go there anyone.....,,
Poor,"The most horrible food i ever had.the mutton torkari was too oily,, piece was small..and the food was not only ordinary bt just totally horrible,i love spice bt it was like the food had no taste ,totally waste of money, Totally Faltu food, rating just 1 out of 10.",,
Poor,Now the rating is like this because I wasn't able to have food here due to their lack of responsibility. I was planning to go to their Bashundhara branch for sehri and for that I did talk to them a few times to ensure they are open for sehri. Now after going there at 1 AM monday night(Tuesday 1am) I found them closed. When asked they replied they ran out of food that day just after the Iftar and that's why they are closed today. Very unprofessional and hugely disappointing. ... Couldn't you post a note saying that in your FB page!!! What the hell is wrong with you guys!!!,,
Poor,Over priced. Food quality decreasing day by day,,
Poor,"The most horrible food i ever had...........the mutton torkari was too oily,,,,,,,,,, piece was small.....and the food was not only ordinary bt just totally horrible,,,,,,,,,i love spice bt it was like the food had no taste ,,,,,,,totally waste of money",,
Poor,Rice quality is very poor. Food served cold. Really disappoint than last time 1 year back. Sorry. Pls concentrate on improvement.,,
Poor,"Worse place every.Booked chicken and mutton 11 hours ago, when we reached we got ""ZERO"". Service so bad.i'm personally recommend anyone.",,
